Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
805578,u004wY493z,"Unit ES_05, Section ES_05-5",EG60,9,-3-1x = -5x+7,2006-01-05 13:14:42.0,2006-01-05 13:14:47.0,2006-01-05 13:14:47.0,2006-01-05 13:14:47.0,5.0,5.0,,1,0,0,1,,
805579,u004wY493z,"Unit ES_05, Section ES_05-5",EG60,9,-10-1x = -5x,2006-01-05 13:14:47.0,2006-01-05 13:14:55.0,2006-01-05 13:15:01.0,2006-01-05 13:15:01.0,14.0,,14.0,0,1,0,1,"[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]",9
805580,u004wY493z,"Unit ES_05, Section ES_05-5",EG60,9,-10 = -4x,2006-01-05 13:15:01.0,2006-01-05 13:15:09.0,2006-01-05 13:15:09.0,2006-01-05 13:15:09.0,8.0,8.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",26~~18
805581,u004wY493z,"Unit ES_05, Section ES_05-5",EG60,10,-6y+4 = 5+8y,2006-01-05 13:15:14.0,2006-01-05 13:15:26.0,2006-01-05 13:15:26.0,2006-01-05 13:15:26.0,12.0,12.0,,1,0,0,1,,
805582,u004wY493z,"Unit ES_05, Section ES_05-5",EG60,10,-6y-1 = 8y,2006-01-05 13:15:26.0,2006-01-05 13:15:32.0,2006-01-05 13:15:41.0,2006-01-05 13:15:41.0,15.0,,15.0,0,1,0,1,"[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]",10
811614,VHCF3iE0a4,"Unit ES_02, Section ES_02-2",EG29,1,-5-5*-4,2006-02-24 14:04:39.0,2006-02-24 14:04:42.0,2006-02-24 14:04:42.0,2006-02-24 14:04:42.0,3.0,3.0,,1,0,0,1,"[SkillRule: Select Multiply/Divide, nested; {MT; MT no fraction coeff}]",21
811615,VHCF3iE0a4,"Unit ES_02, Section ES_02-2",EG29,1,FinalAnswer,2006-02-24 14:04:42.0,2006-02-24 14:04:46.0,2006-02-24 14:04:46.0,2006-02-24 14:04:55.0,6.0,6.0,,1,0,0,2,combine-like-terms-sp~~perform-mult-whole-sp,9~~9
811616,VHCF3iE0a4,"Unit ES_02, Section ES_02-2",EG29,1,-5+20,2006-02-24 14:04:46.0,2006-02-24 14:04:53.0,2006-02-24 14:04:53.0,2006-02-24 14:04:53.0,7.0,7.0,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],13
811617,VHCF3iE0a4,"Unit ES_02, Section ES_02-2",EG30,2,(-1-4)*-7,2006-02-24 14:05:00.0,2006-02-24 14:05:05.0,2006-02-24 14:05:05.0,2006-02-24 14:05:05.0,5.0,5.0,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]",13~~22
811618,VHCF3iE0a4,"Unit ES_02, Section ES_02-2",EG30,2,FinalAnswer,2006-02-24 14:05:05.0,2006-02-24 14:05:11.0,2006-02-24 14:05:11.0,2006-02-24 14:05:18.0,8.0,8.0,,1,0,0,2,perform-mult-sp~~combine-like-terms-whole-sp,14~~10
811619,VHCF3iE0a4,"Unit ES_02, Section ES_02-2",EG30,2,-5*-7,2006-02-24 14:05:11.0,2006-02-24 14:05:16.0,2006-02-24 14:05:16.0,2006-02-24 14:05:16.0,5.0,5.0,,1,0,0,1,,
811620,VHCF3iE0a4,"Unit ES_02, Section ES_02-2",EG31,2,-4(5-1),2006-02-24 14:05:23.0,2006-02-24 14:05:26.0,2006-02-24 14:05:26.0,2006-02-24 14:05:26.0,3.0,3.0,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]",14~~23
811621,VHCF3iE0a4,"Unit ES_02, Section ES_02-2",EG31,2,FinalAnswer,2006-02-24 14:05:26.0,2006-02-24 14:05:30.0,2006-02-24 14:05:30.0,2006-02-24 14:05:42.0,11.0,11.0,,1,1,0,2,perform-mult-sp~~combine-like-terms-whole-sp,15~~11
811622,VHCF3iE0a4,"Unit ES_02, Section ES_02-2",EG31,2,-4*4,2006-02-24 14:05:30.0,2006-02-24 14:05:35.0,2006-02-24 14:05:35.0,2006-02-24 14:05:35.0,5.0,5.0,,1,0,0,1,,
811623,VHCF3iE0a4,"Unit ES_02, Section ES_02-2",EG28,2,-3-3*-3,2006-02-24 14:05:46.0,2006-02-24 14:05:52.0,2006-02-24 14:05:52.0,2006-02-24 14:05:52.0,6.0,6.0,,1,0,0,1,"[SkillRule: Select Multiply/Divide, nested; {MT; MT no fraction coeff}]",22
813077,zfYl0YECr0,"Unit CTA1_04, Section CTA1_04-2",PERCENT01C,1,R6C2,2006-03-03 21:02:05.0,2006-03-03 21:02:16.0,2006-03-03 21:02:16.0,2006-03-03 21:02:16.0,11.0,11.0,,1,0,0,1,Entering a given,31
813078,zfYl0YECr0,"Unit CTA1_04, Section CTA1_04-2",PERCENT01C,1,ValidEquations,2006-03-03 21:02:16.0,2006-03-03 21:02:41.0,2006-03-03 21:02:41.0,2006-03-03 21:03:13.0,34.0,34.0,,1,0,0,3,,
813079,zfYl0YECr0,"Unit CTA1_04, Section CTA1_04-2",PERCENT01C,1,0.12Y = 12,2006-03-03 21:02:42.0,2006-03-03 21:02:50.0,2006-03-03 21:02:50.0,2006-03-03 21:02:50.0,8.0,8.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",17~~28
813080,zfYl0YECr0,"Unit CTA1_04, Section CTA1_04-2",PERCENT01C,1,R6C1,2006-03-03 21:02:50.0,2006-03-03 21:02:56.0,2006-03-03 21:02:56.0,2006-03-03 21:02:56.0,6.0,6.0,,1,0,0,1,"Using small numbers~~Find X, Simple~~Using difficult numbers",16~~5~~11
813081,zfYl0YECr0,"Unit CTA1_04, Section CTA1_04-2",PERCENT01C,1,R7C2,2006-03-03 21:02:56.0,2006-03-03 21:03:05.0,2006-03-03 21:03:05.0,2006-03-03 21:03:05.0,9.0,9.0,,1,0,0,1,Entering a given,32
813082,zfYl0YECr0,"Unit CTA1_04, Section CTA1_04-2",PERCENT01C,1,0.12Y = 75,2006-03-03 21:03:13.0,2006-03-03 21:03:27.0,2006-03-03 21:03:27.0,2006-03-03 21:03:27.0,14.0,14.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",18~~29
813083,zfYl0YECr0,"Unit CTA1_04, Section CTA1_04-2",PERCENT01C,1,R7C1,2006-03-03 21:03:27.0,2006-03-03 21:03:34.0,2006-03-03 21:03:34.0,2006-03-03 21:03:34.0,7.0,7.0,,1,0,0,1,"Using small numbers~~Find X, Simple~~Using difficult numbers",17~~6~~12
813084,zfYl0YECr0,"Unit CTA1_04, Section CTA1_04-2",EMX03,1,R1C1,2006-03-03 21:03:45.0,2006-03-03 21:04:00.0,2006-03-03 21:04:00.0,2006-03-03 21:04:00.0,15.0,15.0,,1,0,0,1,,
813085,zfYl0YECr0,"Unit CTA1_04, Section CTA1_04-2",EMX03,1,R1C2,2006-03-03 21:04:00.0,2006-03-03 21:04:17.0,2006-03-03 21:04:17.0,2006-03-03 21:04:17.0,17.0,17.0,,1,0,0,1,,
813086,zfYl0YECr0,"Unit CTA1_04, Section CTA1_04-2",EMX03,1,R2C2,2006-03-03 21:04:17.0,2006-03-03 21:04:23.0,2006-03-03 21:04:23.0,2006-03-03 21:04:23.0,6.0,6.0,,1,0,0,1,Identifying units,12
821231,jXc985G8qy,"Unit ES_07, Section ES_07-1",LIT47,1,a*y+b*y+m = n,2006-04-24 09:11:11.0,2006-04-24 09:11:23.0,2006-04-24 09:11:50.0,2006-04-24 09:11:50.0,39.0,,39.0,0,0,3,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Extract to consolidate vars; {factor; factorb; factorc; factord}]",75~~2
821232,jXc985G8qy,"Unit ES_07, Section ES_07-1",LIT47,1,a*y+b*y+m-m = n-m,2006-04-24 09:11:50.0,2006-04-24 09:11:54.0,2006-04-24 09:11:54.0,2006-04-24 09:13:59.0,34.0,34.0,,1,0,0,2,[SkillRule: Consolidate vars with coeff; CLT],72
821233,jXc985G8qy,"Unit ES_07, Section ES_07-1",LIT47,1,a*y+b*y = n-m,2006-04-24 09:11:54.0,2006-04-24 09:12:14.0,2006-04-24 09:13:14.0,2006-04-24 09:14:53.0,149.0,,149.0,0,3,10,2,[SkillRule: Extract to consolidate vars; {factor; factorb; factorc; factord}],3
821234,jXc985G8qy,"Unit ES_07, Section ES_07-1",LIT47,1,y*(a+b) = n-m,2006-04-24 09:14:53.0,2006-04-24 09:14:59.0,2006-04-24 09:15:47.0,2006-04-24 09:15:47.0,54.0,,54.0,0,2,3,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",81
821235,jXc985G8qy,"Unit ES_07, Section ES_07-1",LIT47,1,y*(a+b)/(a+b) = (n-m)/(a+b),2006-04-24 09:15:47.0,2006-04-24 09:15:53.0,2006-04-24 09:15:53.0,2006-04-24 09:15:53.0,6.0,6.0,,1,0,0,1,,
821236,jXc985G8qy,"Unit ES_07, Section ES_07-1",LIT50,1,k*j-m*k = f*r,2006-04-24 09:16:01.0,2006-04-24 09:17:43.0,2006-04-24 09:18:05.0,2006-04-24 09:18:05.0,124.0,,124.0,0,0,3,1,[SkillRule: Extract to consolidate vars; {factor; factorb; factorc; factord}],4
821237,jXc985G8qy,"Unit ES_07, Section ES_07-1",LIT50,1,k*(j-m) = f*r,2006-04-24 09:18:05.0,2006-04-24 09:18:12.0,2006-04-24 09:18:33.0,2006-04-24 09:18:33.0,28.0,,28.0,0,0,3,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",82
821238,jXc985G8qy,"Unit ES_07, Section ES_07-1",LIT50,1,k*(j-m)/(j-m) = f*r/(j-m),2006-04-24 09:18:33.0,2006-04-24 09:18:37.0,2006-04-24 09:18:37.0,2006-04-24 09:18:37.0,4.0,4.0,,1,0,0,1,,
821239,jXc985G8qy,"Unit ES_07, Section ES_07-1",LIT52,1,g*r+5n = y*f+r*f,2006-04-24 09:18:40.0,2006-04-24 09:19:04.0,2006-04-24 09:19:27.0,2006-04-24 09:19:27.0,47.0,,47.0,0,1,3,1,[SkillRule: Extract to consolidate vars; {factor; factorb; factorc; factord}],5
821240,jXc985G8qy,"Unit ES_07, Section ES_07-1",LIT52,1,g*r+5n = f*(y+r),2006-04-24 09:19:27.0,2006-04-24 09:19:41.0,2006-04-24 09:19:41.0,2006-04-24 09:19:41.0,14.0,14.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",83
824109,rnOGP59582,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,R1C2,2006-04-26 09:38:19.0,2006-04-26 09:38:30.0,2006-04-26 09:38:30.0,2006-04-26 09:38:30.0,11.0,11.0,,1,0,0,1,,
824110,rnOGP59582,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,R2C1,2006-04-26 09:38:30.0,2006-04-26 09:38:36.0,2006-04-26 09:38:36.0,2006-04-26 09:38:36.0,6.0,6.0,,1,0,0,1,Identifying units,58
824111,rnOGP59582,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,R2C2,2006-04-26 09:38:36.0,2006-04-26 09:38:39.0,2006-04-26 09:38:39.0,2006-04-26 09:38:39.0,3.0,3.0,,1,0,0,1,Identifying units,59
824112,rnOGP59582,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,R3C1,2006-04-26 09:38:39.0,2006-04-26 09:38:44.0,2006-04-26 09:38:44.0,2006-04-26 09:38:44.0,5.0,5.0,,1,0,0,1,Define Variable,36
824113,rnOGP59582,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,R3C2,2006-04-26 09:38:44.0,2006-04-26 09:39:06.0,2006-04-26 09:40:02.0,2006-04-26 09:40:02.0,78.0,,78.0,0,2,6,1,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",67~~29~~20
824114,rnOGP59582,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,R4C1,2006-04-26 09:40:02.0,2006-04-26 09:40:15.0,2006-04-26 09:40:15.0,2006-04-26 09:40:15.0,13.0,13.0,,1,0,0,1,Entering a given,118
824115,rnOGP59582,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,R5C1,2006-04-26 09:40:15.0,2006-04-26 09:40:27.0,2006-04-26 09:40:27.0,2006-04-26 09:40:27.0,12.0,12.0,,1,0,0,1,Entering a given,119
824116,rnOGP59582,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,R6C2,2006-04-26 09:40:27.0,2006-04-26 09:40:35.0,2006-04-26 09:40:35.0,2006-04-26 09:40:35.0,8.0,8.0,,1,0,0,1,Entering a given,120
824117,rnOGP59582,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,R7C2,2006-04-26 09:40:35.0,2006-04-26 09:40:41.0,2006-04-26 09:40:41.0,2006-04-26 09:40:41.0,6.0,6.0,,1,0,0,1,Entering a given,121
824118,rnOGP59582,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,ValidEquations,2006-04-26 09:40:41.0,2006-04-26 09:41:02.0,2006-04-26 09:41:02.0,2006-04-26 09:42:25.0,39.0,39.0,,1,0,0,4,,
833674,pgHmAyjLe1,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,R1C1,2006-05-25 10:39:33.0,2006-05-25 10:39:39.0,2006-05-25 10:39:58.0,2006-05-25 10:39:58.0,25.0,,25.0,0,0,3,1,,
833675,pgHmAyjLe1,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,R1C2,2006-05-25 10:39:58.0,2006-05-25 10:40:01.0,2006-05-25 10:40:22.0,2006-05-25 10:40:22.0,24.0,,24.0,0,0,2,1,,
833676,pgHmAyjLe1,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,R3C1,2006-05-25 10:40:22.0,2006-05-25 10:40:25.0,2006-05-25 10:40:25.0,2006-05-25 10:40:25.0,3.0,3.0,,1,0,0,1,Define Variable,24
833677,pgHmAyjLe1,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,R3C2,2006-05-25 10:40:25.0,2006-05-25 10:40:28.0,2006-05-25 10:40:36.0,2006-05-25 10:40:36.0,11.0,,11.0,0,0,2,1,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",63~~24~~63
833678,pgHmAyjLe1,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,R4C1,2006-05-25 10:40:36.0,2006-05-25 10:40:44.0,2006-05-25 10:40:48.0,2006-05-25 10:40:48.0,12.0,,12.0,0,1,0,1,Entering a given,92
833679,pgHmAyjLe1,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,R5C1,2006-05-25 10:40:48.0,2006-05-25 10:40:52.0,2006-05-25 10:40:52.0,2006-05-25 10:40:52.0,4.0,4.0,,1,0,0,1,Entering a given,93
833680,pgHmAyjLe1,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,R6C1,2006-05-25 10:40:52.0,2006-05-25 10:41:01.0,2006-05-25 10:41:01.0,2006-05-25 10:41:01.0,9.0,9.0,,1,0,0,1,Entering a given,94
833681,pgHmAyjLe1,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,R7C2,2006-05-25 10:41:04.0,2006-05-25 10:41:07.0,2006-05-25 10:41:07.0,2006-05-25 10:41:07.0,3.0,3.0,,1,0,0,1,Entering a given,95
833682,pgHmAyjLe1,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,ValidEquations,2006-05-25 10:41:07.0,2006-05-25 10:41:18.0,2006-05-25 10:41:18.0,2006-05-25 10:41:18.0,11.0,11.0,,1,0,0,2,,
833683,pgHmAyjLe1,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,1/6*A = 700,2006-05-25 10:41:18.0,2006-05-25 10:41:24.0,2006-05-25 10:41:24.0,2006-05-25 10:41:24.0,6.0,6.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",51
838025,R440Y09vu3,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R1C2,2006-04-20 10:24:18.0,2006-04-20 10:24:45.0,2006-04-20 10:24:45.0,2006-04-20 10:24:45.0,27.0,27.0,,1,0,0,1,,
838026,R440Y09vu3,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R2C1,2006-04-20 10:24:45.0,2006-04-20 10:25:17.0,2006-04-20 10:25:17.0,2006-04-20 10:25:17.0,32.0,32.0,,1,0,0,1,Identifying units,30
838027,R440Y09vu3,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R3C1,2006-04-20 10:25:17.0,2006-04-20 10:25:42.0,2006-04-20 10:25:42.0,2006-04-20 10:25:42.0,25.0,25.0,,1,0,0,1,Define Variable,23
838028,R440Y09vu3,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R2C2,2006-04-20 10:25:42.0,2006-04-20 10:27:13.0,2006-04-20 10:27:13.0,2006-04-20 10:27:13.0,91.0,91.0,,1,0,0,1,Identifying units,31
838029,R440Y09vu3,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R3C2,2006-04-20 10:27:13.0,2006-04-20 10:27:31.0,2006-04-20 10:32:02.0,2006-04-20 10:32:02.0,289.0,,289.0,0,2,5,1,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",39~~23~~34
838030,R440Y09vu3,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R4C2,2006-04-20 10:33:03.0,2006-04-20 10:33:07.0,2006-04-20 10:33:07.0,2006-04-20 10:33:07.0,4.0,4.0,,1,0,0,1,Entering a given,62
838031,R440Y09vu3,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R5C1,2006-04-20 10:33:07.0,2006-04-20 10:33:12.0,2006-04-20 10:33:12.0,2006-04-20 10:33:12.0,5.0,5.0,,1,0,0,1,Entering a given,63
838032,R440Y09vu3,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R6C1,2006-04-20 10:33:12.0,2006-04-20 10:33:18.0,2006-04-20 10:33:18.0,2006-04-20 10:33:18.0,6.0,6.0,,1,0,0,1,Entering a given,64
838033,R440Y09vu3,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R7C2,2006-04-20 10:33:21.0,2006-04-20 10:33:25.0,2006-04-20 10:33:25.0,2006-04-20 10:33:25.0,4.0,4.0,,1,0,0,1,Entering a given,65
838034,R440Y09vu3,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,ValidEquations,2006-04-20 10:33:25.0,2006-04-20 10:33:39.0,2006-04-20 10:33:39.0,2006-04-20 10:34:08.0,19.0,19.0,,1,0,0,2,,
847162,D431zXkvuC,"Unit CTA1_25, Section CTA1_25-1",FOR01,1,R3C2,2006-04-25 14:07:39.0,2006-04-25 14:08:39.0,2006-04-25 14:09:49.0,2006-04-25 14:09:49.0,130.0,,130.0,0,2,0,1,"Using simple numbers~~Using small numbers~~Write expression, positive slope",18~~38~~21
847163,D431zXkvuC,"Unit CTA1_25, Section CTA1_25-1",FOR01,1,R4C1,2006-04-25 14:09:49.0,2006-04-25 14:10:02.0,2006-04-25 14:10:02.0,2006-04-25 14:10:02.0,13.0,13.0,,1,0,0,1,Entering a given,47
847164,D431zXkvuC,"Unit CTA1_25, Section CTA1_25-1",FOR01,1,R5C2,2006-04-25 14:10:02.0,2006-04-25 14:10:08.0,2006-04-25 14:10:08.0,2006-04-25 14:10:08.0,6.0,6.0,,1,0,0,1,Entering a given,48
847165,D431zXkvuC,"Unit CTA1_25, Section CTA1_25-1",FOR01,1,R5C1,2006-04-25 14:10:08.0,2006-04-25 14:10:18.0,2006-04-25 14:10:18.0,2006-04-25 14:10:18.0,10.0,10.0,,1,0,0,1,"Using simple numbers~~Using small numbers~~Find X, positive slope",19~~39~~13
847166,D431zXkvuC,"Unit CTA1_25, Section CTA1_25-1",FOR01,1,R6C2,2006-04-25 14:10:18.0,2006-04-25 14:10:28.0,2006-04-25 14:10:37.0,2006-04-25 14:10:37.0,19.0,,19.0,0,2,0,1,"Using simple numbers~~Using small numbers~~Find Y, positive slope",20~~40~~3
847167,D431zXkvuC,"Unit CTA1_25, Section CTA1_25-1",FOR01,1,R6C1,2006-04-25 14:10:37.0,2006-04-25 14:10:42.0,2006-04-25 14:10:42.0,2006-04-25 14:10:42.0,5.0,5.0,,1,0,0,1,Entering a given,49
847168,D431zXkvuC,"Unit CTA1_25, Section CTA1_25-1",FOR01,1,R7C2,2006-04-25 14:10:42.0,2006-04-25 14:10:47.0,,2006-04-25 14:10:47.0,5.0,,5.0,0,1,0,0,"Using simple numbers~~Using small numbers~~Find Y, positive slope",21~~41~~4
847169,D431zXkvuC,"Unit CTA1_25, Section CTA1_25-1",FOR01,1,R7C1,2006-04-25 14:10:47.0,2006-04-25 14:10:53.0,2006-04-25 14:10:53.0,2006-04-25 14:10:53.0,6.0,6.0,,1,0,0,1,Entering a given,50
847170,D431zXkvuC,"Unit CTA1_25, Section CTA1_25-1",FOR01,1,YLabel,2006-04-25 14:10:53.0,2006-04-25 14:11:05.0,2006-04-25 14:11:05.0,2006-04-25 14:11:05.0,12.0,12.0,,1,0,0,1,Labelling the axes,33
847171,D431zXkvuC,"Unit CTA1_25, Section CTA1_25-1",FOR01,1,XLabel,2006-04-25 14:11:05.0,2006-04-25 14:11:21.0,2006-04-25 14:11:21.0,2006-04-25 14:11:21.0,16.0,16.0,,1,0,0,1,Labelling the axes,34
852987,2x0Z9q6jD0,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-1",EG-EQS04-FIXED,1,(x^4)/x^2,2006-05-01 14:17:28.0,2006-05-01 14:17:35.0,2006-05-01 14:17:43.0,2006-05-01 14:17:43.0,15.0,,15.0,0,1,2,1,,
852988,2x0Z9q6jD0,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-1",EG-EQS04-FIXED,1,row2x,2006-05-01 14:17:43.0,2006-05-01 14:17:48.0,2006-05-01 14:18:30.0,2006-05-01 14:18:30.0,47.0,,47.0,0,3,1,1,,
