Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default),Problem Unit,Problem Section
319279,yB480DNZ70,"Unit ES_05, Section ES_05-6",EG60,7,9x-2 = -8x-4+4,,,,,,,,1.0,,,,[SkillRule: Consolidate vars with coeff; CLT],273,ES_05,ES_05-6
328123,8d194g9ccT,"Unit CTA1_01, Section CTA1_01-3",JAN11B,1,R4C1,,,,,,,,1.0,,,,Entering a given,43,CTA1_01,CTA1_01-3
328409,8d194g9ccT,"Unit CTA1_02, Section CTA1_02-4",BH1T29C,1,R4C1,,,,,,,,1.0,,,,Entering a given,98,CTA1_02,CTA1_02-4
328700,8d194g9ccT,"Unit ES_01, Section ES_01-9",EG25,2,pm-r-den-node,,,,,,,,1.0,,,,,,ES_01,ES_01-9
328865,8d194g9ccT,"Unit CTA1_04, Section CTA1_04-2",BH1T02,1,R5C1,,,,,,,,1.0,,,,Entering a given,150,CTA1_04,CTA1_04-2
329236,8d194g9ccT,"Unit ES_02, Section ES_02-9",EG44,4,5/x = 9,,,,,,,,1.0,,,,"[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]",4,ES_02,ES_02-9
329359,8d194g9ccT,"Unit CTA1_13, Section CTA1_13-1",PROP01,1,R3C2,,,,,,,,0.0,,,,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",137~~50~~58,CTA1_13,CTA1_13-1
329763,8d194g9ccT,"Unit CTA1_06, Section CTA1_06-3",BH1T43,1,R2C1,,,,,,,,1.0,,,,Identifying units,109,CTA1_06,CTA1_06-3
330376,8d194g9ccT,"Unit ES_03, Section ES_03-8",LIT6A,1,s = g*-1,,,,,,,,1.0,,,,[SkillRule: Select Multiply; {MT; MT no fraction coeff}],28,ES_03,ES_03-8
330647,8d194g9ccT,"Unit CTA1_08, Section CTA1_08-3",JAN12,1,Formula 1 Coeff 1,,,,,,,,0.0,,,,Setting the slope,19,CTA1_08,CTA1_08-3
331002,8d194g9ccT,"Unit ES_04, Section ES_04-12",EG58,3,-44y-25+25 = 3+25,,,,,,,,1.0,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",57,ES_04,ES_04-12
362605,88Uhb8760x,"Unit CTA1_01, Section CTA1_01-3",JAN11B,1,R3C1,,,,,,,,1.0,,,,Define Variable,17,CTA1_01,CTA1_01-3
362877,88Uhb8760x,"Unit CTA1_02, Section CTA1_02-3",L3NOV10C,1,yScale,,,,,,,,1.0,,,,Changing axis intervals,17,CTA1_02,CTA1_02-3
363173,88Uhb8760x,"Unit ES_01, Section ES_01-11",EG27,2,8 = -y,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]~~[SkillRule: Make variable positive; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",19~~12~~6,ES_01,ES_01-11
363386,88Uhb8760x,"Unit CTA1_04, Section CTA1_04-3",DEC01,1,R2C2,,,,,,,,1.0,,,,Identifying units,82,CTA1_04,CTA1_04-3
363710,88Uhb8760x,"Unit ES_02, Section ES_02-10",EG44,1,-3y = -8,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",86~~29,ES_02,ES_02-10
363824,88Uhb8760x,"Unit CTA1_13, Section CTA1_13-1",PROP01,1,R6C1,,,,,,,,1.0,,,,Entering a given,226,CTA1_13,CTA1_13-1
364330,88Uhb8760x,"Unit CTA1_06, Section CTA1_06-4",BH1T48,2,-4050000L = -500000000,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",141~~36,CTA1_06,CTA1_06-4
364794,88Uhb8760x,"Unit ES_03, Section ES_03-6",EG53,1,-10.5Y/-10.5 = 8/-10.5,,,,,,,,1.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],47,ES_03,ES_03-6
365125,88Uhb8760x,"Unit CTA1_08, Section CTA1_08-3",JAN12,1,XLabel,,,,,,,,1.0,,,,Labelling the axes,122,CTA1_08,CTA1_08-3
365548,88Uhb8760x,"Unit ES_04, Section ES_04-15",LIT56,1,(j*t+j*-w)/j*j = b/j*j,,,,,,,,0.0,,,,,,ES_04,ES_04-15
365839,88Uhb8760x,"Unit CTA1_10, Section CTA1_10-3",DISTFB06_SP,3,D-100000 = 3333333.33333333,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate negative; x+a=b, negative]",249~~19,CTA1_10,CTA1_10-3
366341,88Uhb8760x,"Unit ES_07, Section ES_07-5",LIT71,1,A = b*h/2,,,,,,,,0.0,,,,,,ES_07,ES_07-5
366834,88Uhb8760x,"Unit CTA1_12, Section CTA1_12-6",SYSFB11,1,ValidEquations,,,,,,,,0.0,,,,,,CTA1_12,CTA1_12-6
367206,88Uhb8760x,"Unit ES_05, Section ES_05-10",EG62,2,x1R1,,,,,,,,1.0,,,,,,ES_05,ES_05-10
367569,88Uhb8760x,"Unit CTA1_14, Section CTA1_14-4",2PTFB10,1,R1C1,,,,,,,,1.0,,,,,,CTA1_14,CTA1_14-4
368024,88Uhb8760x,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",YGT5X+12,1,Slope1,,,,,,,,1.0,,,,"Entering slope, SIF~~Positive Constants, SIF",9~~9,LINEAR-INEQUALITY-GRAPHING,LINEAR-INEQUALITY-GRAPHING-2
368335,88Uhb8760x,"Unit CTA1_15, Section CTA1_15-3",SYSFB06,1,R5C3,,,,,,,,0.0,,,,"Find Y, Simple~~Using simple numbers~~Using large numbers",42~~415~~242,CTA1_15,CTA1_15-3
368557,88Uhb8760x,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE3TRE,1,R5C3,,,,,,,,1.0,,,,"Using simple numbers~~Using small numbers~~Find Y, any form~~Entering a computed quadratic value",457~~413~~19~~10,QUAD-ADD-AREA-ALG1,QUAD-ADD-AREA-ALG1-1
368725,88Uhb8760x,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-1",EG-FACTOR19,1,c-factor-2,,,,,,,,1.0,,,,,,QUADRATICS-FACTORING_ES,QUADRATICS-FACTORING_ES-1
388383,dvG32rxRzQ,"Unit CTA1_01, Section CTA1_01-3",REAL20C,1,R1C1,,,,,,,,1.0,,,,,,CTA1_01,CTA1_01-3
388639,dvG32rxRzQ,"Unit CTA1_02, Section CTA1_02-4",BH1T29A,1,yScale,,,,,,,,1.0,,,,Changing axis intervals,12,CTA1_02,CTA1_02-4
388796,dvG32rxRzQ,"Unit ES_01, Section ES_01-5",EG15A,1,x = 29.7*23,,,,,,,,1.0,,,,[SkillRule: Select Multiply; {MT; MT no fraction coeff}],14,ES_01,ES_01-5
389067,dvG32rxRzQ,"Unit CTA1_04, Section CTA1_04-3",L2FB15A,1,R5C1,,,,,,,,1.0,,,,Entering a given,131,CTA1_04,CTA1_04-3
389270,dvG32rxRzQ,"Unit ES_02, Section ES_02-5",EG40,10,-3/3 = 3y/3,,,,,,,,1.0,,,,,,ES_02,ES_02-5
389409,dvG32rxRzQ,"Unit CTA1_13, Section CTA1_13-1",PROP03,1,R5C1,,,,,,,,1.0,,,,Entering a given,163,CTA1_13,CTA1_13-1
390009,dvG32rxRzQ,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,1,R2C2,,,,,,,,1.0,,,,Identifying units,108,CTA1_06,CTA1_06-5
390214,dvG32rxRzQ,"Unit ES_03, Section ES_03-6",EG52,1,yR2,,,,,,,,1.0,,,,,,ES_03,ES_03-6
390496,dvG32rxRzQ,"Unit CTA1_08, Section CTA1_08-3",DEC04,1,yMax,,,,,,,,1.0,,,,Changing axis bounds,160,CTA1_08,CTA1_08-3
391029,dvG32rxRzQ,"Unit ES_04, Section ES_04-16",LIT57A,1,constant factors1R1,,,,,,,,1.0,,,,,,ES_04,ES_04-16
391272,dvG32rxRzQ,"Unit CTA1_10, Section CTA1_10-4",FOR08_SP,1,R3C2,,,,,,,,0.0,,,,"Using simple numbers~~Write expression, positive slope~~Using large numbers",202~~88~~112,CTA1_10,CTA1_10-4
391572,dvG32rxRzQ,"Unit ES_07, Section ES_07-5",LIT76,1,(8y-3)*y = n+r,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",270,ES_07,ES_07-5
391821,dvG32rxRzQ,"Unit CTA1_12, Section CTA1_12-4",SYSFB04,1,R3C2,,,,,,,,1.0,,,,"Using simple numbers~~Using large numbers~~Write expression, negative slope",233~~133~~27,CTA1_12,CTA1_12-4
392254,dvG32rxRzQ,"Unit ES_05, Section ES_05-8",EG61,4,FinalAnswer,,,,,,,,1.0,,,,combine-like-terms-sp,75,ES_05,ES_05-8
392682,dvG32rxRzQ,"Unit CTA1_14, Section CTA1_14-4",IPCCHEF,1,R6C1,,,,,,,,1.0,,,,"Using small numbers~~Find X, negative slope~~Using difficult numbers",268~~38~~140,CTA1_14,CTA1_14-4
393114,dvG32rxRzQ,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",YGT-2X,1,XCoordinate1_2,,,,,,,,0.0,,,,"Negative Constant, SIF",25,LINEAR-INEQUALITY-GRAPHING,LINEAR-INEQUALITY-GRAPHING-2
393427,dvG32rxRzQ,"Unit CTA1_15, Section CTA1_15-3",SYS09,1,Intersection 1 X,,,,,,,,1.0,,,,Labelling point of intersection,43,CTA1_15,CTA1_15-3
393717,dvG32rxRzQ,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE3TRE,1,R8C2,,,,,,,,1.0,,,,Entering a computed linear value,49,QUAD-ADD-AREA-ALG1,QUAD-ADD-AREA-ALG1-1
393847,dvG32rxRzQ,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2",EG-FACTOR27,1,c-factor-2,,,,,,,,1.0,,,,,,QUADRATICS-FACTORING_ES,QUADRATICS-FACTORING_ES-2
394163,dvG32rxRzQ,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR18,1,a-factor-node,,,,,,,,1.0,,,,,,QUADRATICS-SOLVING_ES,QUADRATICS-SOLVING_ES-1
394520,dvG32rxRzQ,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD9TRE,1,R6C1,,,,,,,,1.0,,,,Entering a computed linear value,83,QUAD-VERTICAL-MOTION,QUAD-VERTICAL-MOTION-1
394778,dvG32rxRzQ,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS01-FIXED,1,yR2,,,,,,,,1.0,,,,perform-mult-row2-sp,29,EXPT-PRODUCT-SIMP-A_ES,EXPT-PRODUCT-SIMPLIFYING-A_ES-3
395199,dvG32rxRzQ,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3",EG-EQS03,3,row3-D-constant factors,,,,,,,,1.0,,,,,,EXPT-QUOTIENT-SIMP-A_ES,EXPT-QUOTIENT-SIMPLIFYING-A_ES-3
395479,dvG32rxRzQ,"Unit CTA1_20, Section CTA1_20-2",PSNPOLEVAULT,1,R5C2,,,,,,,,1.0,,,,Entering a given,694,CTA1_20,CTA1_20-2
395671,dvG32rxRzQ,"Unit CTA1_21, Section CTA1_21-2",FEB12,1,R3C1,,,,,,,,1.0,,,,Define Variable,218,CTA1_21,CTA1_21-2
395891,dvG32rxRzQ,"Unit CTA1_22, Section CTA1_22-1",SYSFB15,1,R3C2,,,,,,,,1.0,,,,"Using simple numbers~~Write expression, positive slope~~Using large numbers",455~~159~~244,CTA1_22,CTA1_22-1
396063,dvG32rxRzQ,"Unit ES_06, Section ES_06-1",EG63,5,78.24x-1946.6112-8.76 = -1.5+25.95x*(25/(49x)-84.01),,,,,,,,1.0,,,,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]",124,ES_06,ES_06-1
396172,dvG32rxRzQ,"Unit CTA1_24, Section CTA1_24-1",L5FB05,1,ValidEquations,,,,,,,,1.0,,,,,,CTA1_24,CTA1_24-1
396388,dvG32rxRzQ,"Unit CTA1_25, Section CTA1_25-1",REAL35,1,R5C2,,,,,,,,1.0,,,,Entering a given,803,CTA1_25,CTA1_25-1
396496,dvG32rxRzQ,"Unit CTA1_26, Section CTA1_26-1",BH1T38,1,R2C1,,,,,,,,1.0,,,,Identifying units,413,CTA1_26,CTA1_26-1
396618,dvG32rxRzQ,"Unit CTA1_27, Section CTA1_27-1",DIST01,1,ValidEquations,,,,,,,,1.0,,,,,,CTA1_27,CTA1_27-1
397874,dvG32rxRzQ,"Unit QuadLinearFuncTrans, Section QLFuncTrans8",TRANSFORMG052,2,ALGEBRAIC-TRANSFORMATIONS-a,,,,,,,,1.0,,,,Edit Algebraic a,65,QuadLinearFuncTrans,QLFuncTrans8
398865,E38It7fjg0,"Unit CTA1_01, Section CTA1_01-3",BH1T28A,1,R5C2,,,,,,,,1.0,,,,"Using simple numbers~~Using large numbers~~Find Y, negative slope",46~~27~~2,CTA1_01,CTA1_01-3
399261,E38It7fjg0,"Unit CTA1_02, Section CTA1_02-4",REAL28,1,R3C2,,,,,,,,0.0,,,,"Using small numbers~~Write expression, negative slope~~Using simple numbers",75~~8~~155,CTA1_02,CTA1_02-4
399434,E38It7fjg0,"Unit ES_01, Section ES_01-6",EG21,2,y+6-6 = 1,,,,,,,,1.0,,,,"[SkillRule: Consolidate vars, no coeff; CLT]",17,ES_01,ES_01-6
399798,E38It7fjg0,"Unit CTA1_04, Section CTA1_04-3",L2FB15A,1,ValidEquations,,,,,,,,1.0,,,,,,CTA1_04,CTA1_04-3
400037,E38It7fjg0,"Unit ES_02, Section ES_02-10",EG44,2,4y = -2/y*y,,,,,,,,1.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],17,ES_02,ES_02-10
400109,E38It7fjg0,"Unit CTA1_13, Section CTA1_13-1",PROP12,1,R1C2,,,,,,,,1.0,,,,,,CTA1_13,CTA1_13-1
400742,E38It7fjg0,"Unit CTA1_06, Section CTA1_06-4",BH1T51,1,R2C1,,,,,,,,1.0,,,,Identifying units,131,CTA1_06,CTA1_06-4
401095,E38It7fjg0,"Unit ES_03, Section ES_03-8",LIT11A,1,-n = t-2,,,,,,,,0.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Make variable positive; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",194~~18,ES_03,ES_03-8
401301,E38It7fjg0,"Unit CTA1_08, Section CTA1_08-3",PERCENT12,1,Formula 1 Coeff 1,,,,,,,,0.0,,,,Setting the slope,15,CTA1_08,CTA1_08-3
401767,E38It7fjg0,"Unit ES_04, Section ES_04-15",LIT60,1,b*q = (c*w-n*b*u)/n,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",282,ES_04,ES_04-15
402087,E38It7fjg0,"Unit CTA1_10, Section CTA1_10-5",DIST05_SP,1,R5C1,,,,,,,,1.0,,,,Entering a given,410,CTA1_10,CTA1_10-5
402251,E38It7fjg0,"Unit ES_07, Section ES_07-6",LIT81A,1,a*h-7g+7g = q*k+7g,,,,,,,,1.0,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",69,ES_07,ES_07-6
402652,E38It7fjg0,"Unit CTA1_12, Section CTA1_12-6",SYSFB03,1,15H = 75,,,,,,,,1.0,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",184~~350,CTA1_12,CTA1_12-6
402757,E38It7fjg0,"Unit ES_05, Section ES_05-7",EG61,3,0.47y = 2.77y+19.17,,,,,,,,1.0,,,,"[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]",32,ES_05,ES_05-7
403099,E38It7fjg0,"Unit CTA1_14, Section CTA1_14-3",2PTS08,1,R1C1,,,,,,,,1.0,,,,,,CTA1_14,CTA1_14-3
403540,E38It7fjg0,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",2X+3YGT9,1,ShadeButton1,,,,,,,,0.0,,,,Excluding the line when shading~~Shading greater than~~Shading GLF equation with negative slope,7~~12~~4,LINEAR-INEQUALITY-GRAPHING,LINEAR-INEQUALITY-GRAPHING-2
403913,E38It7fjg0,"Unit CTA1_15, Section CTA1_15-3",SYS07,2,R3C3,,,,,,,,0.0,,,,"Using simple numbers~~Using large numbers~~Write expression, negative slope",405~~239~~36,CTA1_15,CTA1_15-3
404069,E38It7fjg0,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE7TRE,1,R6C1,,,,,,,,1.0,,,,Entering a computed linear value,19,QUAD-ADD-AREA-ALG1,QUAD-ADD-AREA-ALG1-1
415930,i8f2gg51r5,"Unit CTA1_01, Section CTA1_01-4",JAN13B,1,R5C2,,,,,,,,1.0,,,,"Using simple numbers~~Using large numbers~~Find Y, positive slope",80~~46~~22,CTA1_01,CTA1_01-4
416060,i8f2gg51r5,"Unit CTA1_02, Section CTA1_02-3",BH1T39,1,xMax,,,,,,,,1.0,,,,Changing axis bounds,17,CTA1_02,CTA1_02-3
416367,i8f2gg51r5,"Unit ES_01, Section ES_01-11",EG27,4,-1/-1 = -y/-1,,,,,,,,1.0,,,,[SkillRule: Calculate negative coefficient; [Typein Skill: Make variable positive]],4,ES_01,ES_01-11
416576,i8f2gg51r5,"Unit CTA1_04, Section CTA1_04-3",PERCENT14C,1,R5C1,,,,,,,,1.0,,,,Entering a given,167,CTA1_04,CTA1_04-3
416764,i8f2gg51r5,"Unit ES_02, Section ES_02-6",EG40,4,-2-8x = 1,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",38~~11,ES_02,ES_02-6
416948,i8f2gg51r5,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,R1C1,,,,,,,,1.0,,,,,,CTA1_13,CTA1_13-1
417600,i8f2gg51r5,"Unit CTA1_06, Section CTA1_06-4",BH1T51,1,-200A-2500 = -12000,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",90~~20,CTA1_06,CTA1_06-4
417910,i8f2gg51r5,"Unit ES_03, Section ES_03-8",LIT2A,1,z-c = y,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",129,ES_03,ES_03-8
418114,i8f2gg51r5,"Unit CTA1_08, Section CTA1_08-3",DEC04,1,R1C1,,,,,,,,1.0,,,,,,CTA1_08,CTA1_08-3
418432,i8f2gg51r5,"Unit ES_04, Section ES_04-12",EG58A,6,-27(17y-46)-20y = 29,,,,,,,,1.0,,,,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]",60,ES_04,ES_04-12
418795,i8f2gg51r5,"Unit CTA1_10, Section CTA1_10-3",DISTFB04_SP,1,R5C2,,,,,,,,0.0,,,,"Using small numbers~~Using difficult numbers~~Find Y, any form",250~~140~~5,CTA1_10,CTA1_10-3
419135,i8f2gg51r5,"Unit ES_07, Section ES_07-4",LIT62A,1,INNERu1,,,,,,,,1.0,,,,,,ES_07,ES_07-4
419617,i8f2gg51r5,"Unit CTA1_12, Section CTA1_12-4",SYSFB23,1,yScale,,,,,,,,1.0,,,,Changing axis intervals,98,CTA1_12,CTA1_12-4
420038,i8f2gg51r5,"Unit ES_05, Section ES_05-10",EG62A,4,5089.54-384.84y = -8002.54+826.09y,,,,,,,,1.0,,,,"[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]",96,ES_05,ES_05-10
420371,i8f2gg51r5,"Unit CTA1_14, Section CTA1_14-4",LDEMO_PTPT,1,R1C1,,,,,,,,1.0,,,,,,CTA1_14,CTA1_14-4
420828,i8f2gg51r5,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",P-2X-2YGE9,4,yScale,,,,,,,,1.0,,,,,,LINEAR-INEQUALITY-GRAPHING,LINEAR-INEQUALITY-GRAPHING-2
421328,i8f2gg51r5,"Unit CTA1_15, Section CTA1_15-3",SYS10,1,R1C3,,,,,,,,1.0,,,,,,CTA1_15,CTA1_15-3
421524,i8f2gg51r5,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE2TRE,1,R4C3,,,,,,,,0.0,,,,"Using simple numbers~~Using small numbers~~Find Y, any form~~Entering a computed quadratic value",445~~408~~15~~9,QUAD-ADD-AREA-ALG1,QUAD-ADD-AREA-ALG1-1
